clip,timestamp_s,yaw_deg,split,n_players,n_clusters,ball_lon,best_cluster_idx,c0_lon,c0_size,c0_mean_height,c0_max_height,c0_std_height,c0_spread,c0_dist_to_ball,c1_lon,c1_size,c1_mean_height,c1_max_height,c1_std_height,c1_spread,c1_dist_to_ball,c2_lon,c2_size,c2_mean_height,c2_max_height,c2_std_height,c2_spread,c2_dist_to_ball
VID_20241028_124047_10_010,1352.0,-5.0,train,20,3,-30.487204786420797,0,-30.312863555150003,11,47.9878623268821,80.4638671875,20.277386046884438,12.235785402930611,0.1743412312707946,34.93271660281772,5,45.73424072265625,70.49609375,16.644477457775615,6.124771703570148,65.41992138923851,6.273928127292235,4,43.507080078125,61.49169921875,12.685570494678995,5.776707779092631,36.761132913713034
VID_20241028_124047_10_010,1352.0,-5.0,train,19,4,17.829519991160197,0,9.564965457210338,9,43.230445014105904,80.77923583984375,19.635566757786332,10.66296323564169,8.264554533949859,-23.465002877051703,4,43.558799743652344,60.455841064453125,13.158225198630936,5.453082161460849,41.2945228682119,-47.22918968179914,4,39.38702392578125,52.0848388671875,13.457809251696638,4.058442406513391,65.05870967295934
VID_20241028_124047_10_010,1352.0,-5.0,train,18,3,20.91509533283081,0,16.007636711888917,11,48.23424183238637,79.13995361328125,20.041243057152307,13.05916472874103,4.907458620941892,-21.235779362933332,4,44.44550323486328,61.5809326171875,11.821357608723568,5.5831757965091535,42.150874695764145,-43.79817234348797,3,46.66272989908854,52.603363037109375,6.943725964764222,2.613337528274071,64.71326767631878
VID_20241028_124047_10_010,1368.0,-12.0,train,6,2,-45.30120100903299,0,-47.7794673447595,3,29.319407145182293,31.469207763671875,2.524632940922297,3.0390815280033037,2.4782663357265164,-30.276773859590804,2,45.65069580078125,60.748626708984375,15.097930908203125,1.6166895600756703,15.024427149442182,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,1368.0,-12.0,train,8,3,-40.69641876352618,1,-25.45622090774405,3,37.474822998046875,62.177490234375,18.017953516298252,1.3716307060109045,15.240197855782132,-44.15291465960263,3,27.516286214192707,30.506683349609375,2.3555807187111877,3.2917986798256824,3.456495896076447,-57.568922134355304,2,24.034210205078125,25.968963623046875,1.93475341796875,0.6428663765158866,16.872503370829122
VID_20241028_124047_10_010,1390.0,-5.0,train,13,2,-55.094487218082364,0,-39.821248057969655,10,35.29515380859375,75.1328125,16.25662403347945,9.211100564378556,15.273239160112709,-7.926308881860038,2,47.563720703125,57.525360107421875,9.961639404296875,1.0654263880559847,47.168178336222326,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,1390.0,-5.0,train,15,2,44.99999999999999,0,28.831105723605482,10,35.04575805664062,72.92645263671875,15.666092519866282,8.541006146981761,16.16889427639451,-2.6661899829063356,4,34.104103088378906,58.9840087890625,15.709728321963825,3.376749659318538,47.66618998290633,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,1390.0,-5.0,train,13,3,44.4651429102853,0,35.350560820336234,6,45.476165771484375,77.43505859375,15.706273878106565,4.320072961084452,9.114582089949067,-1.1882084290717576,4,32.735015869140625,56.7696533203125,15.698350666525636,3.387210316968039,45.65335133935706,20.77906608214622,2,24.895294189453125,26.46917724609375,1.573883056640625,1.223475995145268,23.686076828139083
VID_20241028_124047_10_010,1493.0,-10.0,train,18,3,-27.274293841291957,0,-20.96247919510294,7,36.32060023716518,57.867919921875,13.416036321865281,3.920133165739316,6.311814646189017,-48.70423142918874,5,43.03092651367187,64.62548828125,13.671871215269382,7.4569171696930505,21.42993758789678,5.367597782051874,4,30.485977172851562,35.40020751953125,7.790155923654156,3.936433203913517,32.64189162334383
VID_20241028_124047_10_010,1493.0,-10.0,train,18,4,9.591987202636965,0,-1.4603401886521397,6,37.23035685221354,59.90179443359375,15.963483551957683,4.258136867794877,11.052327391289104,-27.71317477767817,5,30.204779052734374,37.316558837890625,5.848633094331534,4.05191275204096,37.305161980315134,24.128552454609505,4,42.703819274902344,64.9296875,14.412998480188278,5.985722344303678,14.53656525197254
VID_20241028_124047_10_010,1588.0,-4.0,train,19,3,4.159618794401171,0,16.804520457967104,12,36.85225931803385,56.74853515625,11.997197694234375,12.737109738017647,12.644901663565934,-32.772002505518586,4,33.74901580810547,44.265106201171875,8.904666136575043,5.701881794870787,36.931621299919755,-12.691398036099352,3,28.108866373697918,43.684326171875,11.057958967181749,1.8452049845888057,16.851016830500523
VID_20241028_124047_10_010,1588.0,-4.0,train,18,3,9.406349608367432,0,17.67013524404445,13,34.753579946664665,54.803192138671875,11.87933678799061,11.9749899413569,8.263785635677017,-31.841501216080804,3,33.28752644856771,46.6324462890625,11.206477437472667,5.573081278175252,41.247850824448236,-14.701854014263727,2,33.65364074707031,42.10003662109375,8.446395874023438,1.2658367180514496,24.10820362263116
VID_20241028_124047_10_010,1588.0,-4.0,train,17,3,-14.83879609450941,1,-29.8022268306712,11,36.72001231800426,57.197509765625,11.363329719958426,10.852603498595078,14.963430736161788,-1.50160888306576,3,27.758778889973957,41.019256591796875,9.77867502809451,3.051659344366663,13.33718721144365,18.700214375294554,3,34.63762410481771,46.459259033203125,9.578609341558161,6.085274342107433,33.53901046980396
VID_20241028_124047_10_010,1608.0,-8.0,train,17,3,37.631809348397546,0,27.63016521889156,7,51.033905029296875,72.06298828125,14.480370350324065,7.0364574873915,10.001644129505987,-5.760050328037661,4,49.259033203125,66.7403564453125,11.35507196107797,2.5602566446347947,43.3918596764352,-47.69046373828953,3,46.336324055989586,76.0335693359375,21.379290483975723,0.8117791213834386,85.32227308668708
VID_20241028_124047_10_010,1608.0,-8.0,train,20,4,-57.18163304076859,0,-48.0464800067126,7,50.72295706612723,74.61322021484375,15.012586534489861,6.237847520444084,9.135153034055989,-20.686014690151637,6,42.53956604003906,68.16677856445312,13.987096894737746,5.378373413970113,36.49561835061695,4.98350702273005,5,33.741424560546875,68.5291748046875,19.707951481933677,5.768716189573752,62.16514006349864
VID_20241028_124047_10_010,1608.0,-8.0,train,19,4,-55.52542956079312,0,-46.022205295910105,8,46.211891174316406,72.41461181640625,17.471067601327018,6.258905926624916,9.503224264883016,-17.10944284800681,6,43.88318888346354,70.43756103515625,14.282086735192175,5.516481885305162,38.41598671278631,12.082356220578355,3,46.0791015625,72.6029052734375,20.34989791166953,4.182468207203575,67.60778578137148
VID_20241028_124047_10_010,1631.0,-23.0,train,15,3,-12.864689495255584,1,-56.10342975771321,6,48.08722432454427,82.203369140625,17.48779022271821,7.859846001270721,43.238740262457625,-4.411768430741868,6,42.43658447265625,69.5225830078125,17.163424898565395,4.291857595232715,8.452921064513717,-30.089818964326497,2,50.65411376953125,59.69775390625,9.04364013671875,2.0945399711135693,17.225129469070914
VID_20241028_124047_10_010,1631.0,-23.0,train,15,3,-12.864689495255584,1,-56.10104951798163,6,48.423197428385414,81.913818359375,17.28293614617125,7.858648862372767,43.236360022726046,-4.385271023603806,6,44.60467529296875,70.793701171875,16.64158221459464,4.274821177577802,8.479418471651778,-30.07497169303995,2,51.09619140625,59.3829345703125,8.2867431640625,2.1075151551550135,17.210282197784366
VID_20241028_124047_10_010,1631.0,-23.0,train,17,4,-35.55604676108386,1,4.451211838743072,7,43.448085239955354,83.19879150390625,20.24452140075149,6.093792926714821,40.00725859982693,-45.18035274168682,6,43.9207763671875,70.596923828125,16.661508020137063,4.055144894020424,9.624305980602955,-19.91349067090892,2,49.48919677734375,59.32342529296875,9.834228515625,2.126832949968442,15.642556090174942
VID_20241028_124047_10_010,1664.0,-8.0,train,22,3,-13.516316108921128,1,-45.38014506670707,10,43.799871826171874,64.91513061523438,14.384640171502314,9.393457922980097,31.863828957785945,-8.779438305475614,9,51.63798353407118,77.06085205078125,21.132013022714897,7.599724969259909,4.736877803445514,19.33234795064795,3,62.00518798828125,88.49322509765625,18.809842544829454,4.864611807947826,32.848664059569074
VID_20241028_124047_10_010,1664.0,-8.0,train,21,5,-12.577960208269793,0,-6.6161586331335736,9,49.920369466145836,97.876220703125,23.886315741058702,6.783746884812921,5.96180157513622,-51.70536263630267,5,52.5199951171875,68.159912109375,12.150059400617346,0.5711939582437287,39.12740242803287,22.33437551113165,3,61.500528971354164,86.09326171875,17.4952835392606,4.571457016733588,34.91233571940144
VID_20241028_124047_10_010,1664.0,-8.0,train,21,4,-3.9514534250243214,0,-15.383296477590187,12,52.2730967203776,89.871826171875,23.39293307851481,6.589303514449751,11.431843052565867,-40.064946559733166,3,61.696533203125,86.67083740234375,17.889960441226552,4.428536337817957,36.11349313470885,34.16588514795199,3,51.32855224609375,63.69342041015625,8.792579681248565,0.7498503414707877,38.11733857297631
VID_20241028_124047_10_010,242.0,-15.0,train,15,4,-2.0529525150172923,0,-5.124301177137985,5,30.584368896484374,37.474090576171875,3.837376198039434,4.041184736680405,3.071348662120693,19.430266181844114,4,39.30036163330078,53.18701171875,13.232439385370427,5.992766360991125,21.483218696861407,-26.891902503298994,2,26.593338012695312,33.37322998046875,6.7798919677734375,1.8942936245034243,24.8389499882817
VID_20241028_124047_10_010,242.0,-15.0,train,14,3,-27.2429400905707,0,-25.791925306973667,5,31.04786376953125,39.50860595703125,4.74311076802878,4.113756287928673,1.4510147835970315,-45.43574501444538,3,30.890238444010418,50.034423828125,13.904543091848014,1.6732439692461056,18.192804923874682,8.475462322784136,2,24.99169921875,31.3916015625,6.39990234375,1.0564623170271474,35.71840241335484
VID_20241028_124047_10_010,242.0,-15.0,train,13,3,-4.1599053031947495,1,-18.223694410967425,7,27.91098894391741,37.80072021484375,6.3221304118148,10.309313270668929,14.063789107772676,9.82313309697777,2,39.19486999511719,52.156219482421875,12.961349487304688,0.6536415789651819,13.98303840017252,-42.94553313540453,2,25.57427978515625,32.1468505859375,6.57257080078125,0.9317794590361643,38.785627832209784
VID_20241028_124047_10_010,253.0,-12.0,train,13,3,-21.705685476468066,0,-28.575772144160585,7,33.56648472377232,62.9296875,13.438576754281302,6.954928163903156,6.870086667692519,-4.534336763657462,4,38.80829620361328,45.086944580078125,5.433928325396669,5.319985502102237,17.171348712810605,-56.78257930714876,2,44.04278564453125,53.217041015625,9.17425537109375,0.8661208916422822,35.07689383068069
VID_20241028_124047_10_010,253.0,-12.0,train,12,2,-23.076945081329185,0,-18.486478674043266,10,34.63289794921875,63.323150634765625,15.06440287976199,11.603821747753507,4.59046640728592,-58.35521237281766,2,44.53265380859375,53.947052001953125,9.414398193359375,0.8540187913923596,35.278267291488476,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,307.0,-10.0,train,12,2,3.1911219851919235,1,26.708562153620413,8,25.68854522705078,49.9583740234375,9.529398030175837,5.94360992572379,23.51744016842849,5.116402188345335,2,28.860107421875,32.815185546875,3.955078125,2.4291166550276078,1.9252802031534113,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,307.0,-10.0,train,14,2,3.705065276363136,1,24.842893212807056,9,26.812347412109375,53.780181884765625,11.752045334288388,6.226014777302619,21.13782793644392,4.105591472488034,3,25.051564534505207,32.92822265625,5.726000229471056,2.3455403591814887,0.4005261961248978,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,375.0,-6.0,train,17,5,24.42147773169571,3,-45.29485600204636,5,35.253326416015625,51.250762939453125,12.571267249349876,6.101025285234745,69.71633373374206,3.4339349529634617,4,30.88329315185547,47.77349853515625,10.236535002440274,6.175265099919594,20.987542778732248,-23.78070901876045,3,44.06798299153646,68.0621337890625,17.19715693539536,1.5352773847707901,48.202186750456164
VID_20241028_124047_10_010,375.0,-6.0,train,15,4,-37.49918581518871,1,-0.3049946663547498,5,40.50150756835937,69.13714599609375,15.837668230158531,4.99532062474393,37.19419114883396,-42.46340342264704,3,26.893076578776043,29.94818115234375,4.05774548739991,1.7467781312231954,4.96421760745833,-25.92202072772284,3,34.67182413736979,49.84527587890625,10.984571108449279,5.120095430456711,11.577165087465872
VID_20241028_124047_10_010,375.0,-6.0,train,16,4,-36.877049414831916,3,0.6331689437851101,6,49.57209269205729,70.96875,14.01863220746223,5.642875504846109,37.510218358617024,-21.537383857622633,4,29.815948486328125,36.9869384765625,4.563325485069135,5.885873932708251,15.339665557209283,24.3457057318021,3,40.513631184895836,55.0753173828125,11.060046325424995,4.243004716700237,61.222755146634015
VID_20241028_124047_10_010,390.0,-25.0,train,13,3,-29.756014892390937,2,-65.25735728429345,6,31.38884989420573,43.797088623046875,7.661884465621406,5.298768435829174,35.50134239190251,-43.626592163605,4,25.126220703125,40.47357177734375,8.958672903857602,3.517742593153914,13.87057727121406,-27.58878967485836,3,39.7484130859375,48.2474365234375,6.125717471393629,2.7308407694021137,2.1672252175325752
VID_20241028_124047_10_010,390.0,-25.0,train,9,3,-29.892386732010543,1,-66.46712083314782,4,33.525840759277344,42.302276611328125,5.516544822400696,5.682785819978503,36.574734101137274,-28.12092425152288,3,38.46696980794271,47.05731201171875,6.508354142067002,2.71862178686117,1.7714624804876635,-43.71751665621338,2,30.204986572265625,39.656463623046875,9.45147705078125,2.291391644146465,13.825129924202834
VID_20241028_124047_10_010,390.0,-25.0,train,12,2,-29.321565191037024,1,-55.966956781131984,9,31.436113145616318,54.80377197265625,11.618085737441788,9.840526724963041,26.64539159009496,-30.11832850484467,3,39.660125732421875,47.512542724609375,5.601759410389441,2.754926928423459,0.7967633138076451,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,398.0,-30.0,train,11,2,-55.48078810282695,0,-38.34243354689857,7,26.337703159877233,34.0421142578125,6.228054032120435,6.274757800023545,17.13835455592838,-5.379709587541921,3,35.30982462565104,41.04290771484375,5.568105211611915,3.9314470053172332,50.101078515285025,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,398.0,-30.0,train,10,2,-54.81247859291213,0,-35.75179457246343,7,24.897635323660715,31.91436767578125,5.083272117131697,6.33966271486487,19.060684020448697,-1.5742949177765304,2,36.51963806152344,41.082550048828125,4.5629119873046875,3.5649048084591897,53.2381836751356,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,398.0,-30.0,train,12,2,-5.588921307550308,0,-23.04314719015659,8,24.8551025390625,35.11944580078125,5.705655946383996,7.924462695908744,17.45422588260628,-57.38765307977011,3,34.69830322265625,41.02337646484375,5.407704439519169,3.7317537642223035,51.7987317722198,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,407.0,-3.0,train,15,3,-14.809260907111554,1,-28.37097078063142,8,26.349578857421875,47.181549072265625,9.44223341220505,10.112419188487035,13.561709873519867,-2.132069191044695,4,44.56861114501953,56.15399169921875,8.781772903095614,2.9608841009424243,12.677191716066858,13.973154549401045,2,29.841720581054688,32.688995361328125,2.8472747802734375,0.18927024343908627,28.7824154565126
VID_20241028_124047_10_010,407.0,-3.0,train,14,3,7.135310504744416,1,-13.523639195349542,8,37.90899658203125,58.195068359375,12.209864096305935,7.770608658178521,20.658949700093956,11.770843560266735,3,32.782755533854164,44.50732421875,8.770873122340218,4.321963340378346,4.63553305552232,31.507393548246846,2,26.430572509765625,29.91497802734375,3.484405517578125,1.7460176649903403,24.37208304350243
VID_20241028_124047_10_010,407.0,-3.0,train,14,3,7.301683937944336,0,19.856192140975846,6,29.03289794921875,42.31805419921875,7.068245076072892,9.493338604257264,12.55450820303151,-6.535929160967666,4,44.02058410644531,54.68426513671875,7.339794948273149,2.967829177721359,13.837613098912001,-22.426426862214214,3,44.64429728190104,59.14593505859375,12.024280597346378,0.09794179669758793,29.72811080015855
VID_20241028_124047_10_010,422.0,-12.0,train,14,4,27.30582258084948,3,9.84547671479333,6,32.81664021809896,47.47021484375,8.463279485511347,7.345787290481966,17.46034586605615,-13.36634554168005,3,41.673319498697914,47.995849609375,8.50834025761358,3.0541360353479114,40.67216812252953,-31.748029367639777,3,31.464986165364582,45.92529296875,11.27949274554512,3.7719620808372465,59.05385194848925
VID_20241028_124047_10_010,422.0,-12.0,train,16,3,-50.98190620256153,2,-27.859484132853005,11,29.94136463512074,47.23260498046875,10.885859899949686,13.179128648399558,23.122422069708527,6.664739538391575,3,31.637685139973957,43.730743408203125,9.759481216781255,3.857973095933016,57.646645740953105,-57.457087282110535,2,42.51805114746094,56.28277587890625,13.764724731445312,1.356178709454415,6.475181079549003
VID_20241028_124047_10_010,422.0,-12.0,train,15,3,-53.03710575407012,1,-28.286461882484343,10,29.182672119140626,46.8118896484375,9.985357830743292,12.293535431831732,24.750643871585776,-58.63626714858728,2,42.85639953613281,57.28472900390625,14.428329467773438,1.2713585497778048,5.599161394517161,1.6992387864516143,2,36.64459228515625,44.072662353515625,7.428070068359375,0.28824630614894353,54.736344540521735
VID_20241028_124047_10_010,440.0,-22.0,train,15,3,12.133200903824864,0,6.597261127768,8,42.72488784790039,62.928955078125,13.554082980441668,5.55243640222345,5.535939776056864,-15.078378494576663,3,56.004374186197914,78.0743408203125,16.04842674130817,3.0228595952021626,27.211579398401526,-27.844218956611478,2,22.269546508789062,29.10711669921875,6.8375701904296875,0.7882428770241319,39.97741986043634
VID_20241028_124047_10_010,440.0,-22.0,train,15,5,12.926331994048077,0,7.366592678459014,4,40.5654296875,64.9671630859375,14.566792388865814,1.2027302477962323,5.559739315589063,-7.979649301207893,3,57.605224609375,78.058349609375,15.17035279730787,2.8794575885977616,20.90598129525597,19.04127936175286,3,52.1461181640625,57.75384521484375,7.43639200152445,0.23151971932493415,6.114947367704783
VID_20241028_124047_10_010,440.0,-22.0,train,14,3,12.824975751352412,0,10.315392940554517,8,41.70431137084961,63.647186279296875,14.849511084721712,5.165780732418582,2.5095828107978946,-10.19407314619122,3,56.26115926106771,77.32305908203125,15.513919996715542,2.894812237716217,23.019048897543634,-39.37987005354269,2,46.71195983886719,58.23211669921875,11.520156860351562,0.17139852137864864,52.2048458048951
VID_20241028_124047_10_010,450.0,-13.0,train,20,3,-48.027229789519566,0,-32.76784150012046,10,41.56466064453125,83.04180908203125,16.983813969054612,13.335299411031457,15.259388289399105,7.9321754735006955,8,36.50757598876953,57.97698974609375,16.099885386940436,7.1910518544743045,55.95940526302026,29.917453614649244,2,40.4254150390625,63.18133544921875,22.75592041015625,1.3905087829554112,77.94468340416881
VID_20241028_124047_10_010,450.0,-13.0,train,18,2,23.662432772082767,0,9.147917611313888,8,48.4017219543457,84.32110595703125,17.262678429887902,10.293081525246619,14.514515160768878,-36.57149150417161,8,38.198699951171875,58.27288818359375,15.415959341536862,6.92277026319309,60.23392427625438,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,450.0,-13.0,train,19,2,20.909922080543176,0,4.983258294660694,10,44.87662353515625,84.345947265625,18.82131000039634,13.567067302943425,15.926663785882482,-35.68089380474323,8,37.716800689697266,59.357666015625,15.013246582077567,7.015957966495233,56.5908158852864,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,456.0,-11.0,train,17,3,0.7563060553731589,0,3.0659356201649284,11,33.3611006303267,72.91900634765625,15.360359142000378,10.65791240266893,2.3096295647917695,-28.19694357480254,4,40.591827392578125,69.950927734375,19.11142759478759,1.3720288231523814,28.953249630175698,-42.83237429220004,2,59.531463623046875,67.566650390625,8.035186767578125,3.5033585285834086,43.5886803475732
VID_20241028_124047_10_010,456.0,-11.0,train,15,3,-1.0782758168740685,0,2.793567088967618,10,35.72140197753906,69.3387451171875,14.440522229183564,11.212493875725023,3.8718429058416866,-29.065635478720754,3,49.018310546875,69.89849853515625,15.58114355267756,0.8343041775250568,27.987359661846686,-43.00498909480126,2,59.78883361816406,67.0430908203125,7.2542572021484375,3.518215654208902,41.92671327792719
VID_20241028_124047_10_010,456.0,-11.0,train,15,3,-0.968110200370969,0,5.53686880477828,9,35.828206380208336,73.021240234375,16.469465404548146,11.484547789867575,6.504979005149249,-26.023558045581602,4,40.764808654785156,68.4578857421875,18.14334787275458,1.406004646640646,25.055447845210633,-41.116786420327166,2,59.5311279296875,67.32080078125,7.7896728515625,3.66262925146723,40.1486762199562
VID_20241028_124047_10_010,572.0,-15.0,train,13,2,-26.899958820198094,0,-31.394743738545174,9,36.21678331163194,58.38043212890625,12.630585513595944,7.533984956729452,4.494784918347079,-10.243571014820343,2,42.845947265625,48.769927978515625,5.923980712890625,1.0403584248860307,16.65638780537775,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,624.0,-4.0,train,17,3,32.584005333651476,0,29.29177370335893,11,44.06631192294034,71.60626220703125,10.228747562218963,7.266188463254979,3.2922316302925445,-13.496690312930864,3,49.186930338541664,72.428955078125,18.00364922176933,5.500663710594526,46.08069564658234,12.188447042054921,2,42.169158935546875,53.84967041015625,11.680511474609375,0.34672541979996385,20.395558291596554
VID_20241028_124047_10_010,624.0,-4.0,train,19,2,32.022995205598534,0,27.12587442231632,16,41.291561126708984,75.2900390625,12.295021591764398,8.910386804526796,4.897120783282215,-12.162038073204235,3,50.631551106770836,73.8233642578125,17.76748997295302,5.54730262227975,44.18503327880277,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,648.0,-29.0,train,15,2,-75.57500057419418,0,-69.220762674795,10,43.35948791503906,67.18121337890625,15.619117550000178,4.765860947653802,6.35423789939918,-37.47569628316669,3,61.42059326171875,73.29876708984375,11.494381911873612,4.269081390669544,38.09930429102749,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,648.0,-29.0,train,18,2,-75.19983628380717,0,-70.02669280622582,12,46.36083984375,69.41259765625,16.173970269411317,5.512844130339531,5.173143477581348,-36.42898870339301,3,60.098388671875,73.14013671875,12.662829548337324,4.243568234860374,38.77084758041416,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,660.0,-18.0,train,10,2,-34.773853326151354,1,-55.69473371782519,6,31.027537027994793,40.405670166015625,6.976175527963693,6.2134888979249325,20.920880391673833,-20.593988913696588,4,39.308250427246094,52.296966552734375,12.954087875601532,5.028466213085484,14.179864412454766,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,660.0,-18.0,train,13,2,-0.5730977985478596,0,-12.420269125212004,7,33.45133754185268,51.4708251953125,11.31781456729269,6.789438374439712,11.847171326664144,21.040274792913625,6,28.83135986328125,40.4674072265625,8.162708545203987,5.5922505079017215,21.613372591461484,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,660.0,-18.0,train,14,2,-36.3238901539995,0,-32.666260350819485,10,34.366461181640624,53.0601806640625,8.822908841300743,11.507992782472963,3.657629803180015,-64.15324192463036,3,34.5953369140625,40.378814697265625,7.747177226471186,1.4128521995625556,27.829351770630865,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,709.0,-19.0,train,23,2,0.48387346802200426,0,3.8255816413991344,16,44.61530876159668,67.232421875,13.072463849839421,15.01115948189652,3.34170817337713,-35.03755412113866,6,32.625213623046875,53.6365966796875,11.574848017812535,6.116517967784489,35.521427589160666,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,709.0,-19.0,train,16,2,2.0285890741897745,0,3.926675020140337,10,42.417416381835935,62.171142578125,12.120783942768112,13.409212132631309,1.8980859459505623,-37.74733244366418,5,33.94533081054688,53.436614990234375,12.007049012135324,5.10924639704434,39.77592151785395,0.0,0,0.0,0.0,0.0,0.0,0.0
VID_20241028_124047_10_010,709.0,-19.0,train,22,2,0.48387346802200426,0,4.750934503579276,15,42.37303059895833,61.466796875,12.069355328650586,15.061839407800816,4.267061035557272,-35.033476350601404,6,32.16303507486979,54.240966796875,11.96100197699389,6.116418078685589,35.51734981862341,0.0,0,0.0,0.0,0.0,0.0,0.0
